,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Franchise:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Video Release:,Production/Financing Companies:,Domestic Releases:,MPAA Rating:,Keywords:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
354,https://www.the-numbers.com/movie/Prooi-(Netherlands)-(2016),"['Julian Looman', 'Mark Frost', 'Rienus Krul', 'Victor Low', 'Sophie Van Winden']","[['Dick Maas', 'Director'], ['Dick Maas', 'Screenwriter'], ['Maria Peters', 'Producer'], ['Dave Schram', 'Producer'], ['Dick Maas', 'Producer']]",,,,,,,"October 13th, 2016 (Wide) (Netherlands)
March 22nd, 2019 (Wide) (China)
",108 minutes,,Create your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,Netherlands,Dutch,"March 17th, 2020 by 4 Digital Media, released as Uncaged","Shooting Star Film Company, Parachute Pictures",,Not Rated,,n/a,"$6,820,238","$6,820,238","$11,339",,"$11,339"
355,https://www.the-numbers.com/movie/Harry-Potter-IMAX-Marathon-The,[],[],"$1,357,376 (78.5% of total gross)",1.27 (domestic box office/biggest weekend),2.5% (domestic box office/worldwide),,"330 opening theaters/330 max. theaters, 1.0 weeks average run per theater","$2,089,059","2016 (IMAX) (United Kingdom)
",,Harry Potter,vs. ValiantCreate your own comparison chart…,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy,"United Kingdom, United States",English,,,"October 14th, 2016 (IMAX) by Warner Bros.",Not Rated,"Boarding School, Compilations","$1,729,226","$66,262,964","$67,992,190",,,
356,https://www.the-numbers.com/movie/Kevin-Hart-What-Now,['Kevin Hart'],"[['Leslie Small', 'Director'], ['Kevin Hart', 'Screenwriter'], ['Joey Wells', 'Screenwriter'], ['Harry Ratchford', 'Screenwriter'], ['Jeff Clanagan', 'Producer'], ['Leland “Pookey” Wigington*', 'Producer'], ['Dana M. Riddick', 'Producer'], ['Kevin Hart', 'Executive Producer'], ['Dave Becky', 'Executive Producer'], ['Cameron Barnett', 'Director of Photography'], ['Bruce Ryan', 'Production Designer'], ['Guy Harding', 'Editor'], ['Blake Morrison', 'Co-Producer']]","$11,767,210 (49.9% of total gross)",2.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.4 times production budget)","2,567 opening theaters/2,567 max. theaters, 2.9 weeks average run per theater","$28,500,160",,96 minutes,,vs. Kevin Hart: Laugh at My PainCreate your own comparison chart…,Based on Real Life Events,Concert/Performance,Live Action,Factual,United States,English,"January 3rd, 2017 by Universal Home Entertainment","Universal Pictures, Hartbeat Productions","October 14th, 2016 (Wide) by Universal","R for some sexual material and language throughout.(Rating bulletin 2412 (Cert #50277), 2/17/2016)","African Americans, Stand-Up Comedy, Set in Philadelphia","$23,591,043",,,"$1,192,188","$556,056","$1,748,244"
357,https://www.the-numbers.com/movie/Max-Steel,"['Maria Bello', 'Ana Villafane', 'Josh Brener', 'Andy Garcia', 'Ben Winchell']","[['Stewart Hendler', 'Director'], ['Christopher L. Yost', 'Screenwriter'], [""Bill O'Dowd"", 'Producer'], ['Julia Pistor', 'Producer'], ['Doug Wadleigh', 'Executive Producer'], ['Charlie Cohen', 'Executive Producer'], ['Emerson McLean Davis', 'Executive Producer'], ['David Voss', 'Executive Producer'], ['William Hunter', 'Production Designer'], ['Jeff L. Anderson', 'Production Designer'], ['Michael Louis Hill', 'Editor'], ['Nathan Lanier', 'Composer'], ['Brett Pawlak', 'Director of Photography']]","$2,182,216 (57.1% of total gross)",1.75 (domestic box office/biggest weekend),83.7% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 0.5 times production budget)","2,034 opening theaters/2,034 max. theaters, 2.1 weeks average run per theater","$4,613,299","October 28th, 2016 (Wide) (Russia (CIS))
November 1st, 2016 (Wide) (China)
November 11th, 2016 (Wide) (Slovenia)
March 3rd, 2017 (Wide) (Portugal)
April 21st, 2017 (Wide) (Turkey)
... Show all releases
",91 minutes,,vs. Miss SloaneCreate your own comparison chart…,Based on Toy,Action,Live Action,Science Fiction,United States,English,"January 3rd, 2017 by Universal Home Entertainment","Paramount Pictures, Dolphins Films, Mattel Entertainment, Ingenious Media","October 14th, 2016 (Wide) by Open Road","PG-13 for some sci-fi action violence.(Rating bulletin 2442 (Cert #49580), 9/14/2016)","Friendly Alien on Earth, Origin Story, Single Parent, Father’s Footsteps, Development Hell","$3,818,664","$744,416","$4,563,080","$1,254,986","$913,337","$2,168,323"
358,https://www.the-numbers.com/movie/Nanimono-(Japan)-(2016),[],"[['Daisuke Miura', 'Director']]",,,,,,,"October 14th, 2016 (Wide) (Japan)
",97 minutes,,Create your own comparison chart…,Based on Real Life Events,Documentary,Live Action,Factual,Japan,Japanese,,,,,,n/a,"$8,577,483","$8,577,483",,,
359,https://www.the-numbers.com/movie/Odyssey-The-(France-2016),[],"[['Jerome Salle', 'Director'], ['Jerome Salle', 'Screenwriter'], ['Laurent Turner', 'Producer'], ['Jean-Michel Cousteau', 'Based on the memior by'], ['Nathalie Gastaldo', 'Producer'], ['Philippe Godeau', 'Producer'], ['Olivier Delbosc', 'Producer'], ['Marc Missonnier', 'Producer']]",,,,,,,"October 14th, 2016 (Wide) (France)
December 2nd, 2016 (Wide), released as L'odyssée  (Russia (CIS))
January 5th, 2017 (Limited), released as The Odyssey (Netherlands)
January 13th, 2017 (Wide), released as Odysea (Czech Republic)
February 10th, 2017 (Wide), released as Odysea (Slovakia)
... Show all releases
",122 minutes,,Create your own comparison chart…,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Belgium, France",French,,,,"PG for thematic material, language, and smoking.(Rating bulletin 2508 (Cert #51386), 1/3/2018)","Underwater, 1940s, Explorer",n/a,"$9,491,587","$9,491,587",,,
360,https://www.the-numbers.com/movie/Heartfall-Arises-(Hong-Kong),[],[],,,,,,,"October 20th, 2016 (Wide) (China)
",106 minutes,,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,"China, Hong Kong",Mandarin,,,,,"3-D, 3-D - Post-production Conversion",n/a,"$16,788,620","$16,788,620",,,
361,https://www.the-numbers.com/movie/I-Daniel-Blake-(UK),"['Hayley Squires', 'Dave Johns']","[['Ken Loach', 'Director'], [""Rebecca O'Brien"", 'Producer'], ['Paul Laverty', 'Screenwriter'], ['Pascal Caucheteux', 'Executive Producer'], ['Gregoire Sorlat', 'Executive Producer'], ['Vincent Maraval', 'Executive Producer'], ['George Fenton', 'Composer'], ['Jonathan Morris', 'Editor'], ['Eimhear McMahon', 'Line Producer'], ['David Gilchrist', 'Assistant Director'], ['Joanne Slater', 'Costume Designer'], ['Kahleen Crawford', 'Casting Director'], ['Kevin Brazier', 'Sound Editor'], ['Ray Beckett', 'Recordist'], ['Robbie Ryan', 'Photography by'], ['Fergus Clegg', 'Production Designer'], ['Linda Wilson', 'Production Designer']]",,6.17 (domestic box office/biggest weekend),1.6% (domestic box office/worldwide),,,"$303,301","July 27th, 2023 (Wide) (Brazil)
October 20th, 2016 (Wide), released as Io, Daniel Blake (Italy)
October 21st, 2016 (Wide) (United Kingdom)
October 28th, 2016 (Wide) (Australia)
October 28th, 2016 (Wide) (France)
... Show all releases
",100 minutes,,vs. Doctor StrangeCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Belgium, France, United Kingdom",English,"January 16th, 2018 by Criterion","Sundance Selects, Sixteen Films, Why Not Productions, Wild Bunch, BFI, BBC Films, Les Films du Fleuve, France 2 Cinema, Canal Plus, France Television, Le Pacte, Cineart, Cine Plus, VOO ET BETV","June 2nd, 2017 (Limited) by IFC Films","R for language.(Rating bulletin 2454 (Cert #50814), 12/7/2016)","Poverty, Unemployed, Government Bureaucracy, Medical and Hospitals, Single Parent","$260,354","$15,626,833","$15,887,187","$93,351","$80,855","$174,206"
362,https://www.the-numbers.com/movie/Jack-Reacher-Never-Go-Back,"['Tom Cruise', 'Cobie Smulders']","[['Edward Zwick', 'Director'], ['Edward Zwick', 'Screenwriter'], ['Richard Wenk', 'Screenwriter'], ['Marshall Herskovitz', 'Screenwriter'], ['Lee Child', ""Based on the novel 'Never Go Back' by""], ['Tom Cruise', 'Producer'], ['Dan Granger', 'Producer'], ['Christopher McQuarrie', 'Producer'], ['Paula Wagner', 'Executive Producer'], ['Herbert W. Gains', 'Executive Producer'], ['David Ellison', 'Executive Producer'], ['Dana Goldberg', 'Executive Producer'], ['Oliver Wood', 'Director of Photography'], ['Clay A. Griffith', 'Production Designer'], ['Billy Weber', 'Editor'], ['Lisa Nora Lovaas', 'Costume Designer'], ['Henry Jackman', 'Composer']]","$22,872,490 (39.0% of total gross)",2.57 (domestic box office/biggest weekend),36.7% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 2.7 times production budget)","3,780 opening theaters/3,780 max. theaters, 4.2 weeks average run per theater","$70,906,207","October 20th, 2016 (Wide) (Netherlands)
October 21st, 2016 (Wide) (Australia)
October 21st, 2016 (Wide), released as Джак Ричър: Не се връщай (Bulgaria)
October 21st, 2016 (Wide) (China)
October 21st, 2016 (Wide), released as Jack Reacher: Nevracej se (Czech Republic)
... Show all releases
",118 minutes,Jack Reacher,vs. xXx: Return of Xander CageCreate your own comparison chart…,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,English,"January 17th, 2017 by Paramount Home Video","Paramount Pictures, Skydance Productions, Tom Cruise Productions","October 21st, 2016 (Wide) by Paramount PicturesOctober 21st, 2016 (IMAX) by Paramount Pictures","PG-13 for sequences of violence and action, some bloody images, language and thematic elements.(Rating bulletin 2445 (Cert #50562), 10/5/2016)","Falsely Accused, Government Corruption, Conspiracy Theory, Prison Break, IMAX: DMR, Action Thriller","$58,697,076","$101,249,413","$159,946,489","$7,365,036","$8,222,596","$15,587,632"
363,https://www.the-numbers.com/movie/Keeping-Up-with-the-Joneses,"['Matt Walsh', 'Maribeth Monroe', 'Patton Oswalt', 'Kevin Dunn', 'Zach Galifianakis', 'Jon Hamm', 'Isla Fisher', 'Gal Gadot']","[['Greg Mottola', 'Director'], ['Michael LeSieur', 'Screenwriter'], ['Walter F. Parkes', 'Producer'], ['Laurie MacDonald', 'Producer'], ['Timothy M. Bourne', 'Executive Producer'], ['Marc Resteghini', 'Executive Producer'], ['Andrew Dunn', 'Director of Photography'], ['Mark Ricker', 'Production Designer'], ['David Rennie', 'Editor'], ['Jake Monaco', 'Composer'], ['Stephanie Diaz-Matos', 'Music Supervisor'], ['Ruth E. Carter', 'Costume Designer'], ['Rachel Tenner', 'Costume Designer']]","$5,461,475 (36.6% of total gross)",2.73 (domestic box office/biggest weekend),51.7% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 0.7 times production budget)","3,022 opening theaters/3,022 max. theaters, 2.7 weeks average run per theater","$18,005,925","October 20th, 2016 (Wide) (Netherlands)
October 21st, 2016 (Wide), released as Keeping Up With The Joneses (Australia)
October 21st, 2016 (Wide), released as Keeping Up With the Joneses (New Zealand)
October 21st, 2016 (Wide) (United Kingdom)
November 8th, 2016 (Wide) (China)
... Show all releases
",101 minutes,,vs. MastermindsCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"December 30th, 2016 by Fox Home Entertainment","Fox 2000 Pictures, TSG Entertainment","October 21st, 2016 (Wide) by 20th Century Fox","PG-13 for sexual content, action/violence and brief strong language.(Rating bulletin 2432 (Cert #50539), 7/6/2016)","Neighbors from Hell, Suburbs, Keeping Up with the Joneses, Action Comedy, Secret Agent, Undercover","$14,904,426","$13,900,000","$28,804,426","$1,941,145","$1,799,395","$3,740,540"
364,https://www.the-numbers.com/movie/Ledokol-(Russia)-(2016),[],[],,,,,,,"October 20th, 2016 (Wide), released as ЛЕДОКОЛ (Russia (CIS))
November 11th, 2016 (Wide), released as Ledlaužis (Lithuania)
",120 minutes,,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,Russian Federation,Russian,,,,,,n/a,"$5,653,689","$5,653,689",,,
365,https://www.the-numbers.com/movie/Ouija-Origin-of-Evil,"['Elizabeth Reaser', 'Lulu Wilson', 'Parker Mack', 'Henry Thomas', 'Annalise Basso']","[['Mike Flanagan', 'Director'], ['Mike Flanagan', 'Screenwriter'], ['Jeff Howard', 'Screenwriter'], ['Michael Bay', 'Producer'], ['Brad Fuller', 'Producer'], ['Andrew Form', 'Producer'], ['Jason Blum', 'Producer'], ['Brian Goldner', 'Producer'], ['Stephen Davis', 'Producer'], ['Couper Samuelson', 'Executive Producer'], ['Jeanette Volturno*', 'Executive Producer'], ['Trevor Macy', 'Executive Producer'], ['Victor Ho', 'Executive Producer'], ['Patricio M Farrell', 'Production Designer'], ['Mike Flanagan', 'Editor'], ['The Newton Brothers*', 'Composer'], ['The Newton Brothers*', 'Composer'], ['Michael Fimognari', 'Director of Photography']]","$14,065,500 (40.0% of total gross)",2.50 (domestic box office/biggest weekend),42.9% (domestic box office/worldwide),"$9,000,000 (worldwide box office is 9.1 times production budget)","3,167 opening theaters/3,168 max. theaters, 3.4 weeks average run per theater","$42,457,807","October 20th, 2016 (Wide) (Argentina)
October 20th, 2016 (Wide) (Colombia)
October 20th, 2016 (Wide) (Greece)
October 20th, 2016 (Wide) (Panama)
October 20th, 2016 (Wide) (Peru)
... Show all releases
",99 minutes,Ouija,vs. OuijaCreate your own comparison chart…,Based on Game,Horror,Live Action,Historical Fiction,United States,English,"January 10th, 2017 by Universal Home EntertainmentFebruary 27th, 2017 by Universal Pictures UK","Blumhouse, Universal Pictures, Platinum Dunes, Allspark Pictures, Hasbro Studios","October 21st, 2016 (Wide) by Universal","PG-13 for disturbing images, terror and thematic elements.(Rating bulletin 2428 (Cert #50490), 6/8/2016)","Supernatural, Possessed, Prequel, 1960s, Set in Los Angeles, Widow/Widower, Single Parent, Fake Psychics, Supernatural Horror","$35,144,505","$46,687,361","$81,831,866","$1,489,204","$820,431","$2,309,635"
366,https://www.the-numbers.com/movie/Brice-3-(France),[],"[['James Huth', 'Director']]",,,,,,,"October 21st, 2016 (Wide) (France)
November 11th, 2016 (Wide) (Russia (CIS))
",93 minutes,Brice,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,French,"November 24th, 2020 by Under the Milky Way",,,,,n/a,"$14,039,310","$14,039,310",,,
367,https://www.the-numbers.com/movie/Im-Not-Ashamed,"['Ben Davies', 'Sadie Robertson', 'Korie Robertson', 'Bella Robertson', 'Jaci Velasquez', ""Jennifer O'Neill"", 'Masey McLain']","[['Brian Baugh', 'Director'], ['Bodie Thoene', 'Screenwriter'], ['Kari Redmond', 'Screenwriter'], ['Robin Hanley', 'Screenwriter'], ['Philipa Booyens', 'Screenwriter'], ['Chuck Howard', 'Producer'], ['Brad Allen', 'Producer'], ['Martin Michael', 'Producer'], ['Nise Davies', 'Producer'], ['Benny Proffitt', 'Executive Producer'], ['Beth Nimmo', 'Executive Producer'], ['Bodie Thoene', 'Co-Executive Producer'], ['Robin Hanley', 'Co-Executive Producer'], ['John Matysiak', 'Director of Photography'], ['Christian Snell', 'Production Designer'], ['Chris Witt', 'Editor'], ['Nise Davies', 'Casting Director'], ['Vanessa Gonzalez', 'Costume Designer'], ['Chuck Howard', 'Composer']]","$927,161 (44.5% of total gross)",2.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$1,500,000 (worldwide box office is 1.4 times production budget)","505 opening theaters/516 max. theaters, 2.5 weeks average run per theater","$2,516,423",,112 minutes,,vs. God’s Not Dead 2Create your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,"January 10th, 2017 by Pure Flix","Pure Flix, Visible Pictures","October 21st, 2016 (Limited) by Pure Flix Entertainment","PG-13 for thematic material, teen drinking and smoking, disturbing violent content and some suggestive situations.(Rating bulletin 2433 (Cert #50546), 7/13/2016)","1990s, Mass Shooting, Inspired by a True Story, Faith-Based Film","$2,082,980",,,"$3,325,287","$658,221","$3,983,508"
368,https://www.the-numbers.com/movie/Mal-de-Pierres-(France),[],[],"$4,473 (9.2% of total gross)",5.51 (domestic box office/biggest weekend),0.9% (domestic box office/worldwide),,"2 opening theaters/10 max. theaters, 2.4 weeks average run per theater","$56,702","October 21st, 2016 (Wide) (France)
December 9th, 2016 (Wide) (Slovakia)
December 9th, 2016 (Wide) (Turkey)
January 3rd, 2017 (Wide), released as Um Instante de Amor (Portugal)
January 20th, 2017 (Wide) (Russia (CIS))
... Show all releases
",116 minutes,,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,France,French,,,"July 28th, 2017 (Limited) by IFC Films, released as From the Land of the Moon","R for some strong sexuality and graphic nudity.(Rating bulletin 2465 (Cert #50934), 3/1/2017)","1950s, Relationships Gone Wrong, Romance, Set in France, Set in Italy, Medical and Hospitals, Returning Soldiers, Arranged Marriage, Voiceover/Narration, Infidelity, Non-Chronological, Troubled Pregnancy or Miscarriage","$48,677","$5,114,004","$5,162,681",,,
369,https://www.the-numbers.com/movie/Moonlight-(2016),"['André Holland', 'Janelle Monáe', 'Jharrel Jerome', 'Naomie Harris', 'Mahershala Ali', 'Trevante Rhodes', 'Ashton Sanders']","[['Barry Jenkins', 'Director'], ['Barry Jenkins', 'Screenwriter'], ['Tarell McCraney', 'Story based on the play by'], ['Andrew Hevia', 'Co-Producer'], ['Veronica Nickel', 'Co-Producer'], ['Adele Romanski', 'Producer'], ['Dede Gardner', 'Producer'], ['Jeremy Kleiner', 'Producer'], ['Brad Pitt', 'Executive Producer'], ['Sarah Esberg', 'Executive Producer'], ['Tarell Alvin McCraney*', 'Executive Producer'], ['James Laxton', 'Director of Photography'], ['Hannah Beachler', 'Production Designer'], ['Joi McMillon', 'Editor'], ['Nat Sanders', 'Editor'], ['Caroline Eselin-Schaffer', 'Costume Designer'], ['Nicholas Britell', 'Composer'], ['Yesi Ramirez', 'Casting Director']]","$402,075 (1.4% of total gross)",12.11 (domestic box office/biggest weekend),42.9% (domestic box office/worldwide),"$1,500,000 (worldwide box office is 43.3 times production budget)","4 opening theaters/1,564 max. theaters, 6.9 weeks average run per theater","$32,994,287","January 20th, 2017 (Wide) (Australia)
January 20th, 2017 (Wide) (New Zealand)
January 26th, 2017 (Wide) (Netherlands)
January 27th, 2017 (Wide) (Mexico)
February 1st, 2017 (Wide) (South Korea)
... Show all releases
",111 minutes,,"Best Picture Oscar WinnersBest Picture Oscar Nominees, 2017vs. Call Me by Your NameCreate your own comparison chart…",Based on Play,Drama,Live Action,Historical Fiction,United States,English,"February 14th, 2017 by A24","A24, Plan B Entertainment, Pastel","October 21st, 2016 (Limited) by A24","R for some sexuality, drug use, brief violence, and language throughout.(Rating bulletin 2443 (Cert #50681), 9/21/2016)","Coming of Age, LGBTQ+, African Americans, Set in Miami, Closeted Homosexual, Autobiographical, 2017 Oscars Best Picture Nominee, Oscars Best Picture Winner, Hood Film, Golden Globe Winner Best Picture—Drama, Biographical Drama","$27,854,931","$37,040,175","$64,895,106","$1,374,218","$1,241,161","$2,615,379"
370,https://www.the-numbers.com/movie/Tyler-Perrys-Boo-A-Madea-Halloween,"['Cassi Davis', 'Patrice Lovely', 'Yousef Erakat', 'Lexy Panterra', 'Andre Hall', 'Liza Koshy', 'Diamond White', 'Brock O’Hurn', 'Bella Thorne', 'Tyler Perry']","[['Tyler Perry', 'Director'], ['Tyler Perry', 'Screenwriter'], ['Tyler Perry', 'Producer'], ['Ozzie Areu', 'Producer'], ['Will Areu', 'Producer'], ['Qiuyun Long', 'Executive Producer'], ['Shirley Inget', 'Art Director'], ['Richard Vialet', 'Director of Photography'], ['Larry Sexton', 'Editor'], ['Crystal Hayslett', 'Costume Designer'], ['Elvin Ross', 'Composer'], ['Joel C. High', 'Music Supervisor'], ['Kim Taylor-Coleman', 'Casting Director']]","$28,501,448 (38.9% of total gross)",2.57 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 3.7 times production budget)","2,260 opening theaters/2,299 max. theaters, 4.7 weeks average run per theater","$88,440,032",,103 minutes,Madea,vs. Love the CoopersCreate your own comparison chart…,Based on Play,Comedy,Live Action,Contemporary Fiction,United States,English,"January 30th, 2017 by Lionsgate Home Entertainment","Lionsgate, Tyler Perry Studios","October 21st, 2016 (Wide) by Lionsgate","PG-13 for drug use and references, suggestive content, language, some horror images and thematic material.(Rating bulletin 2439 (Cert #50616), 8/24/2016)","Directing Yourself, Screenplay Written By the Star, African Americans, Cross-Dressing, Halloween, Supernatural, Zombies, Horror Comedy","$73,206,343",,,"$11,077,200","$2,506,249","$13,583,449"
371,https://www.the-numbers.com/movie/Mr-Donkey-(China),[],[],"$86,931 (24.4% of total gross)",4.10 (domestic box office/biggest weekend),1.4% (domestic box office/worldwide),,"20 opening theaters/27 max. theaters, 2.7 weeks average run per theater","$430,383","October 22nd, 2016 (Wide) (China)
November 4th, 2016 (Wide) (Australia)
November 4th, 2016 (Wide) (New Zealand)
",111 minutes,,Create your own comparison chart…,Based on Real Life Events,Comedy,Live Action,Contemporary Fiction,China,Mandarin,,,"October 28th, 2016 (Limited) by China Lion Film Distribution",Not Rated,"Teachers, Animal Lead, Money Troubles","$356,255","$25,048,315","$25,404,570",,,
372,https://www.the-numbers.com/movie/Doctor-Strange-(2016),"['Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins', 'Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton']","[['Scott Derrickson', 'Director'], ['Scott Derrickson', 'Screenwriter'], ['C. Robert Cargill', 'Screenwriter'], ['Jon Spaihts', 'Story by'], ['Scott Derrickson', 'Story by'], ['C. Robert Cargill', 'Story by'], ['Kevin Feige', 'Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Victoria Alonso', 'Executive Producer'], ['Stephen Broussard', 'Executive Producer'], ['Charles Newirth', 'Executive Producer'], ['Stan Lee', 'Executive Producer'], ['David J. Grant', 'Co-Producer'], ['Ben Davis', 'Director of Photography'], ['Charles Wood', 'Production Designer'], ['Wyatt Smith', 'Editor'], ['Sabrina Plisco', 'Editor'], ['Stephane Ceretti', 'Visual Effects Supervisor'], ['Ryan Meinerding', 'Head of Visual Development'], ['Michael Giacchino', 'Composer'], ['Dave Jordan', 'Music Supervisor'], ['Sarah Halley Finn', 'Casting Director']]","$85,058,311 (36.6% of total gross)",2.74 (domestic box office/biggest weekend),34.4% (domestic box office/worldwide),"$165,000,000 (worldwide box office is 4.1 times production budget)","3,882 opening theaters/3,882 max. theaters, 6.3 weeks average run per theater","$280,943,725","October 24th, 2016 (Wide) (South Korea)
October 27th, 2016 (Wide), released as Doctor Strange: Hechicero Supremo (Mexico)
October 28th, 2016 (Wide) (Australia)
October 28th, 2016 (Wide) (Czech Republic)
October 28th, 2016 (Wide) (France)
... Show all releases
",115 minutes,Marvel Cinematic UniverseDoctor Strange,vs. Captain MarvelCreate your own comparison chart…,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero,United States,English,"February 14th, 2017 by Walt Disney Home Entertainment",Marvel Studios,"November 4th, 2016 (Wide) by Walt DisneyNovember 4th, 2016 (IMAX) by Walt Disney","PG-13 for sci-fi violence and action throughout, and an intense crash sequence.(Rating bulletin 2443 (Cert #50649), 9/21/2016)","Marvel Comics, Secret Magic, Origin Story, Car Accident, Paralysis / Loss of a Limb, Set in New York City, Set in London, Hong Kong, Alternative Dimensions / Parallel universe, Same Actor, Multiple Roles, Scene in End Credits, Demons, Motion Capture Performance, 3-D, 3-D - Post-production Conversion, IMAX: DMR","$232,641,920","$443,701,254","$676,343,174","$15,284,682","$44,459,797","$59,744,479"
373,https://www.the-numbers.com/movie/Seupeulrit-(S-Korea),[],[],,,,,,,"October 24th, 2016 (Wide) (South Korea)
",121 minutes,,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,n/a,"$8,491,292","$8,491,292",,,
374,https://www.the-numbers.com/movie/Ae-Dil-Hai-Mushkil-(India),"['Ranbir Kapoor', 'Anushka Sharma']","[['Karan Johar', 'Director'], ['Karan Johar', 'Screenwriter'], ['Niranjan Iyengar', 'Screenwriter'], ['Karan Johar', 'Story Creator']]","$2,191,280 (51.4% of total gross)",1.95 (domestic box office/biggest weekend),15.9% (domestic box office/worldwide),,"302 opening theaters/302 max. theaters, 2.7 weeks average run per theater","$5,152,487","October 28th, 2016 (Wide) (Australia)
October 28th, 2016 (Wide) (India)
October 28th, 2016 (Wide) (New Zealand)
October 28th, 2016 (Wide) (United Kingdom)
",158 minutes,,vs. TamashaCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,India,Hindi,"April 28th, 2023 by Netflix",,"October 28th, 2016 (Limited) by FIP",Not Rated,"Wedding Day, Romance, Set in India, Cancer, Set in London, Set in England, Non-Chronological, Romantic Drama","$4,264,983","$22,510,584","$26,775,567",,,
375,https://www.the-numbers.com/movie/Desu-noto-Light-Up-the-New-World-(Japan),['Masahiro Higashide'],[],,,,,,,"October 28th, 2016 (Wide) (Japan)
November 11th, 2016 (Limited), released as Death Note: Light Up The New World (Australia)
November 11th, 2016 (Limited), released as Death Note: Light Up The New World (New Zealand)
March 29th, 2017 (Wide), released as DEATH NOTE Light up the NEW world (South Korea)
",135 minutes,Desu Noto,Create your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"January 22nd, 2019 by Funimation Productions, released as Death Note: Light Up the New World",,,,,n/a,"$18,901,839","$18,901,839",,"$48,049","$48,049"
376,https://www.the-numbers.com/movie/Tamara-(2016-France),[],[],,,,,,,"October 28th, 2016 (Wide) (France)
",,,Create your own comparison chart…,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,"Belgium, France",French,,,,,,n/a,"$5,595,545","$5,595,545",,,
